Nampigu[1]SN	Nampigu	658480	[37.954538,36.526117]	Nampigu,Menbiğ,Membiğ,Bambykē
Nasibina[1]SN	Nasibina	874623	[41.215055,37.067233]	Naṣībina,Nuṣaybin,Nisibin,Nisibis
Naqsh-i_Rustam[1]SN	Naqsh-i_Rustam	922685	[52.87465819,29.9887346875]	Naqsh-i Rustam,Naqš-i-Rustam,uncertain (mod. Naqš-i-Rustam)
Negub_Tunnel[1]WN	Negub_Tunnel	413309737	[43.405813,36.022095]	Negub Tunnel,uncertain (mod. Negub tunnel)
Nerab[1]SN	Nerab	633912597	[37.176,36.199833]	Nērab,Nayrab
Nerebtum[1]SN	Nerebtum	357565832	[44.5833330,33.3000000]	Nerebtum (mod. Iščali),Iščali (Nerebtum)
Nimrud[1]SN	Nimrud	894019	[43.3275,36.099167]	Kalhu (mod. Nimrud),Nimrud (Kalhu),Kalhu,Calah
Nineveh[1]SN	Nineveh	874621	[43.151937,36.358684]	Kuyunjik (Nineveh),Nīnevē,Nineveh (mod. Kuyunjik),Nīnuwa,Nebi Yunus,Nīnuwā,Ninuwa
Nippur[1]SN	Nippur	912910	[45.230832,32.126944]	Nippur (mod. Nuffar),Nuffar (Nippur),Nippur,Nuffar
NIʾu[1]SN	NIʾu	668335	[36.410440,35.429282]	NIʾu,Niya,Qalʿat Maḍīq,Apamea
Nuzi[1]SN	Nuzi	894054	[44.2549396934,35.3698975688]	Nuzi (mod. Yorgan Tepe),Yorgan Tepe (Nuzi),Gasur (mod. Yorgan Tepe),Gasur
Padakku[1]SN	Padakku	982176368	[40.467002,25.978610]	Padakka/Ha&apos;it,Padakka/Haʾit,uncertain (mod. Padakka/Ha'it),Padakka/Ha'it,Padakka/Ha’it
Pallukat[1]SN	Pallukat	894059	[43.775833,33.357]	Pallūkat,al-Fallūğa,Pallakottas,Pallakattu,Pallaconta
Pappa[1]SN	Pappa	707596	[32.584460,34.703504]	Pappa,Pāphos
Para[1]SN	Para	914118847	[41.4910030,36.3711370]	Bara,Pāra,uncertain (mod. Pāra)
Pasargadae[1]SN	Pasargadae	922693	[53.1684426, 30.1930914]	Tall-I Takht (mod. Pasargadae),Pasargadae (Tall-I Takht)
Patibiri[1]SN	Patibiri	771224406	[46.0,31.766667]	Patibīri,Tell Medinah (Bad-Tibira),Bad-Tibira (mod. Tell Medinah),T. Madain,Bad-tibira
Patnos[1]SN	Patnos	874529	[42.866666,39.233333]	uncertain (mod. Patnos)
Persepolis[1]SN	Persepolis	922695	[52.889437,29.9353403333]	Persepolis (Pārśa),Pārśa (mod. Persepolis),Parsa,Persai,Persepolis,Sat Setun
Persia[1]GN	Persia	922698	[51.5,30.5]	uncertain (mod. Persia)
Pituru[1]SN	Pituru	771224407	[38.074833,36.6725]	Pitūru,Ausheriya
Puzriš-Dagan[1]SN	Puzriš-Dagan	359215729	[45.29101,32.06236]	Puzriš-Dagan (mod. Drehem),Drehem (Puzriš-Dagan)
Qadisu[1]SN	Qadisu	518764376	[36.521167,34.558167]	Qadīsu,Qādēš,T. Nebī Mend
Qal’eh-i_Imam[1]SN	Qal’eh-i_Imam	858969850	[46.1758797,35.4913372]	Qalʾeh-i Imam,uncertain (mod. Qal’eh-i Imam),Qal’eh-i Imam
Qarnina[1]SN	Qarnina	518764377	[36.041667,32.831167]	Qarnīna,Qarnaim,Šeiḫ Saʿd
Qarti-hadasti[1]SN	Qarti-hadasti	707534	[33.629471,34.929597]	Qarti-ḫadasti,Kition
Qinnasrina[1]SN	Qinnasrina	668226	[37.015824,36.026207]	Qinnasrīna,Nebīʾ ʿĪs,Chalcisad Belum,Qinnasrīn
Rabla[1]SN	Rabla	431124909	[36.556333,34.447]	Rablâ,Riblāh
Rapihu[1]SN	Rapihu	688015	[34.225777,31.297428]	Rafaḥ,Rapīḫu,Raphía
Rapiqu[1]SN	Rapiqu	894043	[43.434525,33.461297]	Rāpiqu,Raphaka,T. al-Anbār
Res-eni[1]SN	Res-eni	979932680	[43.216667,36.55]	Rēš-ēni,Rus al-ʿAin
Rusahinili_Eidurukai[1]SN	Rusahinili_Eidurukai	237391810	[43.2485,38.661167]	Ayanis (Rusahinili Eidurukai),Ayanis,Rusaḫinili Eidurukai,Rusahinili Eidurukai
Saʾarru[1]SN	Saʾarru	100842079	[36.355,33.114333]	Saʾarru,Šaʿāra
Sabaʾa[1]SN	Sabaʾa	528477900	[40.65609,36.08196]	Al-Sabaa wa Arbain,Saba&apos;a,uncertain (mod. Saba'a),Saba'a,Saba’a
Sagub[1]SN	Sagub	000002	[]	
Samʾalla[1]SN	Samʾalla	192555966	[36.678477,37.102208]	Zencirli,Zinčirli (Samal),Samal (mod. Zinčirli),Sam'al,šmʿl,Samʾalla,Zinçirli,Zincirli
Samerina[1]SN	Samerina	678370	[35.190436,32.276529]	Samaria/Šomerôn,Sāmerīna (mod. Samaria),Samaria (Sāmerīna),Sāmerīna,Samaria
Sar-i_Pul[1]GN	Sar-i_Pul	961961	[45.869125,34.462706]	Sar-i Pul,uncertain (mod. Sar-i-pul-i-Zohāb),Sar-i-pul-i-Zohāb
Sardurihinili[1]SN	Sardurihinili	285112754	[43.516667,38.283333]	Chavushtepe,Sarduriḫinili
Sazabu[1]SN	Sazabu	658615	[38.011310,36.740409]	Sazabu,T. ʿAmarna,Šaḏabu
Sealand[1]GN	Sealand	000002	[]	
Selaʾ[1]SN	Selaʾ	86623849	[35.726658,30.750217]	uncertain (mod. Sela),Sela
Seleucia[1]SN	Seleucia	894178	[44.520378,33.094346]	Tell &apos;Umar (Seleucia),Tell ʾUmar (Seleucia),Seleucia (mod. Tell 'Umar),Azochis,Bahūrasīr,Tell 'Umar (Seleucia),Tell ’Umar (Seleucia),Beh Ard Šīr,Beh Ardašīr,Coche,Kaukaba,Maḥoza,Seleucia,Seleukeia,Seleukeia am Tigris,Seleukeia pros tō Tigrei,Sēliq,Tall ʿUmar,Veh Ardashir,Veh Ardašīr,Vēh-Ardašir,Ōpis
Shir_Sanam[1]SN	Shir_Sanam	582911	[36.26839,34.52795]	Shir Sanam,uncertain (mod. Shir as-Sanam),Shir as Sanam,Shir as-Sanam,Shir es-Sanam
Siannu[1]SN	Siannu	313020255	[36.0155,35.3335]	Siannu,T. Siyānu
Sillu[1]SN	Sillu	707624	[32.814174,35.136687]	Sillu,Soloi
Silluwa[1]SN	Silluwa	707617	[33.903588,35.175100]	Silluwa,Salamis
Singara[1]SN	Singara	874699	[41.864400,36.323599]	Singāra,Singara,Balad Sinǧār
Sippar[1]SN	Sippar	894089	[44.253809,33.059195]	T. Abū Ḥabba,Tell Abu Habbah,Sippar-Yahrurum (mod. Tell Abu Habbah),Tell Abu Habbah (Sippar-Yahrurum),Sippar-Yahrurum,Sippar
Sippar-Amnanum[1]SN	Sippar-Amnanum	392373882	[44.298871,33.099559]	Tell ed-Der (Sippar-Amnanum),T. ed-Dēr,Sippar-Amnanum (mod. Tell ed-Der),Sippar-Arūru,Tell ed-Der
Sirqu[1]SN	Sirqu	894158	[40.568065,34.923106]	T. ʿAšāra,Ashara (Terqa),Terqa (mod. Ashara),Sirqu,Terqa
Sissu[1]SN	Sissu	34546779	[35.825,37.4475]	Sission,Sissû,Sīs,Kozan
Suez[1]SN	Suez	727088	[31.5110853352,30.5723823112]	uncertain (mod. Suez)
Sur_Jureh[1]SN	Sur_Jureh	413309738	[42.205610,34.311256]	uncertain (mod. Sur Jar'a),Sur Jar&apos;a,Sur Jarʾa,Al-gabbari-bani,Sūr Ğurʿa,Gabbāri-bānî,Sur Jureh,Sur Jar'a,Sur Jar’a,Gabbāri-ibni
Sur-marrati[1]SN	Sur-marrati	894082	[43.876735,34.200116]	Sur-marrati,Sur-marrati (mod. Samarra),Surra-man-rāʾ,Samarra (Sur-marrati),Surmarrāti,Sāmarrāʾ
Suru[1]SN	Suru	894133	[40.532167,35.358833]	T. Fidēn,Tell Fidain/Appadana?/Neapolis?,Sūru
Susa[1]SN	Susa	912936	[48.257787,32.189217]	Susa (mod. Shush),Shush (Susa),Šūšan,Šūš,Sūsa,Šûšan
Syria[1]GN	Syria	1001932	[37.051252,36.150945]	uncertain (mod. Syria)
Ṣariptu[1]SN	Ṣariptu	678374	[35.294673,33.460648]	aṣ-Ṣarafand,Ṣariptu,Sarepta
Ṣidunu[1]SN	Ṣidunu	678393	[35.375272,33.560412]	Ṣīdūnu,Ṣīdôn,Ṣaidā
Ṣimirra[1]SN	Ṣimirra	668372	[36.007810,34.726216]	T. Kazel,Ṣumra,Ṣimirra,Simyra
Ṣurru[1]SN	Ṣurru	678437	[35.198329,33.271624]	Tyre,Ṣurru,Ṣūr,Ṣôr
Šadikanni[1]SN	Šadikanni	874688	[40.720582,36.208061]	T. ʿArbān,Šaddikanni (mod. Tell Ajaja),Tell Ajaja (Šaddikanni),Arabana,T. ʿAǧāǧa,Šadikanni
Šaduppum[1]SN	Šaduppum	821129014	[44.466548,33.309745]	Shaduppum,Shaduppum (mod. Tell Harmal),Tell Harmal (Šaduppum)
Šapinuwa[1]SN	Šapinuwa	964671598	[35.25,40.266667]	Ortaköy (Šapinuwa)
Šarrakum[1]SN	Šarrakum		[]	
Šibaniba[1]SN	Šibaniba	237391811	[43.347545,36.4330610]	Šibaniba (mod. Tell Billa),Tell Billa (Šibaniba),Šibanība,Tell Billa,Šibaniba
Šuruppak[1]SN	Šuruppak	326150788	[45.5097359,31.7778493]	Shuruppak,Fara (Šuruppak),Šuruppak (mod. Fara),Shuruppak (mod. Fara),Fara
Tadmar[1]SN	Tadmar	668331	[38.266882,34.552237]	Tadmar,Palmyra,Tadmor,Palmyra (Tadmar)
Takrit[1]SN	Takrit	894099	[43.698871,34.581814]	Tagrītiānu,uncertain (mod. Tikrit),Birta,Takrit,Tikrit,Takrīt,Tikrīt,Ṭrīhān
Talbis/Talmis[1]SN	Talbis/Talmis	894103	[42.039360,34.374445]	Talbiš/Talmiš,Thilutha,Talbis,Talmis,Telbis,Thilabous
Tang-i_Var[1]GN	Tang-i_Var	155838204	[46.6234660,35.0123977]	Tang-i Var,uncertain (mod. Tang-i Var)
Tamessu[1]SN	Tamessu	707628	[33.238045,35.027492]	Tamessu,Tamassos
Tamna[1]SN	Tamna	746825	[34.963689,29.761686]	Timnāh,Tel Baṭaš,Tamna
Tarbiṣu[1]SN	Tarbiṣu	30774368	[43.0773110,36.4087884]	Tell Sherif Khan (Tarbisu),Tarbisu (mod. Tell Sherif Khan),Tarbiṣu,Tarbisu,Sherif Khan
Tarzi[1]SN	Tarzi	648789	[34.900117,36.920059]	Tarzi,Tarsus
Tayma[1]SN	Tayma	814739	[38.549681,27.622821]	Tayma (Tema),Tema (mod. Tayma),Thaima,Tema
Tell_Abta[1]SN	Tell_Abta	111343632	[42.1622211, 36.2145244 ]	Dur-Bel-Harran-beli-uṣur,T. ʿAbṭa,Tal Abta,uncertain (mod. Tell Abta),Tell Abta,Dūr-Bēl-Ḫarrān-bēlī-uṣur,Dur-Bel-Harran-beli-uṣur,Tell Abta (Dūr-Bēl-Ḫarrān-bēlī-uṣur)
Tell_Agrab[1]SN	Tell_Agrab	171585551	[44.87428506230,33.33918619560]	uncertain (mod. Tell Agrab),Tell Agrab
Tell_al-Dhibaʾi[1]SN	Tell_al-Dhibaʾi	912952	[45.516945999999997,31.693200000000001]	Tell al-Dhibaʾi,Tell al-Diba&apos;i,Tell al-Dibaʾi,uncertain (mod. Tell al-Diba'i),Tell al-Diba'i,Tell al-Diba’i
Tell_al-Hawa[1]SN	Tell_al-Hawa	874728	[42.301984,36.747619]	Tell al-Hawa,uncertain (mod. Tell al-Hawa)
Tell_al-Lahm[1]SN	Tell_al-Lahm	912953	[46.3341009,30.8348232]	Tell al-Lahm,uncertain (mod. Tell al-Lahm),uncertain (mod. Tell Lahm),Kuar,Dur-Yakin,Duru,Durum,Kissik
Tell_al-Rimah[1]SN	Tell_al-Rimah	356369838	[42.4500569089,36.2569908298]	Qatara,Qattara?,Karana?,Qatara (mod. Tell al Rimah),Tell al Rimah (Qatara),Tell al-Rimah,Qattara,Qaṭṭara,Zamahu
Tell_al-Ubaid[1]SN	Tell_al-Ubaid	339709658	[46.0306280, 30.9723062]	Tell al-Ubaid,uncertain (mod. Tell al-Ubaid)
Tell_Baradan[1]SN	Tell_Baradan	894127	[45.063962,34.238641]	Tell Baradan,uncertain (mod. Tell Baradan)
Tell_Bazmusian[1]SN	Tell_Bazmusian	532748467	[44.924366, 36.161481]	uncertain (mod. Tell Bazmusian),Tall Bāz Musiyān,Tell Bazmusian
Tell_Beydar[1]SN	Tell_Beydar	423885388	[40.586944,36.737778]	Nabada,Tell Beydar
Tell_el-Hesi[1]SN	Tell_el-Hesi	720628458	[34.7307012,31.5471245]	Tell el-Hesi,uncertain (mod. Tell el-Hesi),Tel Hesi
Tell_Fekherye[1]SN	Tell_Fekherye	572048102	[40.0709816, 36.8425922]	Tell Fekherye,Wašukanni,Sikāni (mod. Tell Fakhariyah),Tell el-Fakhariya,T. Faḫārīya,Tell Fecheriye,Tell Fakhariyah (Sikāni),Sikkan,Sikāni,Tell Fekheriye,Sikani
Tell_Hammam[1]SN	Tell_Hammam	912956	[45.780292,31.642015]	Tell Hammam,uncertain (mod. Tell Hammam)
Tell_Hammam_et-Turkman[1]SN	Tell_Hammam_et-Turkman	874741	[39.026003000000003,36.521037999999997]	Tell Hammam et-Turkman,uncertain (mod. Tell Hammam et-Turkman)
Tell_Jidr[1]SN	Tell_Jidr	912957	[45.725183,31.815617]	Tell Jidr,uncertain (mod. Tell Jidr),Karkar,Dabrum
Tell_Leilan[1]SN	Tell_Leilan	223856813	[41.505096,36.958877]	Leilan (Šubat-Enlil),Šubat-Enlil (mod. Leilan),Tell Leilan,Šubat-Enlil,Shekhna
Tell_Razzuq[1]SN	Tell_Razzuq	000002	[]	
Tell_Sabi_Abyad[1]SN	Tell_Sabi_Abyad	293088343	[39.09153,36.505714]	Tall Ṣabī Ābiyaḍ,uncertain (mod. Tell Sabi Abyad),Tell Sabi Abyad
Tell_Uaqir[1]SN	Tell_Uaqir	678637578	[44.66446944,32.7817696968]	Tell Uaqir
Tell_Zurghul[1]SN	Tell_Zurghul	912909	[46.714373,31.403458]	Surġūl,Tell Zurghul,uncertain (mod. Tell Zurghul),Ninâ,Tulūl az-Zurġūl Nineveh,T. Qūyunǧiq,Nina,Sirara
Terqa[1]SN	Terqa	94158	[40.569453000000003, 34.922224999999997]	
Thebes_(Boeotia)[1]SN	Thebes_(Boeotia)	541138	[23.317799, 38.319076]	Thebes (Boeotia)
Tigris_Tunnel[1]GN	Tigris_Tunnel	914118846	[40.5475,38.529722]	Tigris Tunnel,uncertain (mod. Tigris Tunnel)
Til-Barsip[1]SN	Til-Barsip	658410	[38.1191944, 36.6749623]	Tarbusībi,Til-Barsib/Tarbusībi,T. Aḥmar,Til-Barsib,Til Barsip (mod. Tell Ahmar),Tell Ahmar (Til Barsip),Til Barsib,Til Barsip,Bersiba,Kār-Šulmānu-ašarēd,Mazuwati,Tall Ahmar,Tall Aḥmar,Tall al-Aḥmar,at-Tall al-Aḥmar
Til-Basere[1]SN	Til-Basere	404687440	[37.516667,36.883333]	T. Bašir,Til-Baserê
Til-Turi[1]SN	Til-Turi	135544311	[37.671,36.426]	ʿAǧāmī,T. Tūrin,Thiltauri,Til-Tūri
Toprakkale[1]SN	Toprakkale	379202545	[43.4038002,38.5205001]	Rusahinili Qilbanikai,Rusahinili Qilbanikai (mod. Toprakkale),Toprakkale (Rusahinili Qilbanikai),Toprakkale
Tuhana[1]SN	Tuhana	648801	[34.560186,37.893751]	Tuḫana,Tuwan,Kemerhisar,Tyana
Tulul_al-Lak[1]SN	Tulul_al-Lak	741318296	[43.263445,36.298266]	Qaryat al Lak,uncertain (mod. Tulul al-Lak),Tulul al-Lak
Tulul_Khattab[1]SN	Tulul_Khattab	894167	[44.51621,33.475577]	Tulul Khattab
Turlu_Höyük[1]SN	Turlu_Höyük	201144661	[37.069119,37.758916]	uncertain (mod. Turlu Höyük),Turlu Höyük
Tursana[1]SN	Tursana	894148	[43.837,35.491667]	T. Māḥūz,Turšā(n),Tell Mahuz,Tursāna
Turuspa[1]SN	Turuspa	874771	[43.380000,38.494166]	Ṭurušpâ,Van (Ṭušpa),Tushpa,Ṭušpa (mod. Van and Van Kalesi),Van,Van (Ṭušpa),Van Kalesi,Thospia,Tušpa,Van/Van Kalesi (Ṭušpa)
Tuttul[1]SN	Tuttul	582993625	[39.0472662969,35.9580498787]	Tuttul (mod. Tell Bi'a),Tell Biʾa (Tuttul),Tell Bi'a (Tuttul),Tell Bi’a (Tuttul)
Tutub[1]SN	Tutub	490043590	[44.55662,33.354728]	Khafaje (Tutub),Tutub (mod. Khafaje),Dūr Samsuiluna,Hafaǧi,Hafagi,Tall Ḫafāǧa,Tutub,Ḫafāǧa
Ṭabatum[1]SN	Ṭabatum	874754	[40.78481,36.364184]	Ṭābēte,Ṭabatum  (mod. Tell Taban),T. Tābān,Tell Taban (Ṭabatum),Thebeta (1),Ṭābātu,Tell Taban
Ugarit[1]SN	Ugarit	668295	[35.780703,35.610222]	Ugarit (mod. Ras Shamra),Ras Shamra (Ugarit)
Umm_al-Jir[1]SN	Umm_al-Jir	000002	[]	
Umm_el-Hafriyat[1]SN	Umm_el-Hafriyat	000002	[]	
Umma[1]SN	Umma	44626252	[45.9000000,31.6500000]	Tell Jokha (Umma),Umma (mod. Tell Jokha)
Upi[1]SN	Upi	894056	[44.702767,33.185612]	T. al-Muǧailāt,Upî,Ôpis
Ur[1]SN	Ur	912985	[46.104748,30.961580]	T. al-Muqayyar,Tell Muqayyar (Ur),Ur (mod. Tell Muqayyar),Ūru,Ûr,Uri,Uru
Urakka[1]SN	Urakka	404687441	[40.979167,37.037167]	T. Mūzān,Urakka,Urkiš
Urkesh[1]SN	Urkesh	260976011	[40.9977581282,37.0578401483]	Tell Mozan (Urkesh),Urkesh (mod. Tell Mozan)
Urrus[1]SN	Urrus	658585	[35.892814,36.411822]	Orossus,Arsuz,Uluçinar,Urrus,Rhosos
Ursalimmu[1]SN	Ursalimmu	687928	[35.234155,31.776679]	Yerūšalaim,Ursalimmu,Jerusalem
Uruk[1]SN	Uruk	912986	[45.638752,31.32446]	Warka (Uruk),Uruk (mod. Warka),Uruk,Warka,Erech
Usnu[1]SN	Usnu	668332	[35.927407,35.272666]	Usnû,Paltos
Usu[1]SN	Usu	678323	[35.219993,33.23657]	T. Rašīdīya,Ušû,Palaityros
Wadi_Bastura_Tunnel[1]WN	Wadi_Bastura_Tunnel	359792984	[44.1158443,36.3516938]	Wadi Bastura Tunnel,uncertain (mod. Wadi Bastura Tunnel)
Wadi_es-Saba[1]SN	Wadi_es-Saba	528477899	[36.341947,34.541323]	Wadi es-Saba
Yoncali[1]SN	Yoncali	708232007	[42.187778,39.128611]	uncertain (mod. Yoncali)
Zabala[1]SN	Zabala	921099766	[45.8777935,31.7434653]	Zabalu,Zabalam (mod. Ibzaikh),Zabalum,Ibzaikh (Zabalam),Zabalam,Tell Ibzeikh
Zalu-Ab[1]SN	Zalu-Ab	420860522	[46.905556,33.026389]	uncertain (mod. Zalil Ab),Zalū Āb,Zalil Ab,Zālūāb
Zamaha[1]SN	Zamaha	89966224	[42.4535,36.259667]	Zamaḫâ,T. al-Rimāḥ
Zawiyeh[1]SN	Zawiyeh	767486703	[42.175323,34.292103]	uncertain (mod. Zawiyya),Zawiyyā,Zāwiyah,Zawiyya,Zawiyah
Zitanu[1]SN	Zitanu	132051959	[37.018333,36.057167]	Zitānu,Zaytān
Zvartnots[1]SN	Zvartnots	929634889	[44.336575,40.159714]	uncertain (mod. Zvartnots)
